[Fe/H]|RAJ2000|DEJ2000|Dist|deg
183.88295400000|+57.83694046000|-2.213|183.882954000|+57.836940460| 3.2969
182.91144570000|+58.39653339000|-2.471|182.911445700|+58.396533390| 2.5584
169.17634220000|+20.04204872000|-1.303|169.176342200|+20.042048720| 1.8887
173.11973630000|+44.48208714000|-1.445|173.119736300|+44.482087140| 3.8159
230.49114970000|+39.17912975000|-2.100|230.491149700|+39.179129750| 1.4499
174.42684370000|+48.03659848000|-1.863|174.426843700|+48.036598480| 3.9016
232.09137660000|+38.08671338000|-0.889|232.091376600|+38.086713380| 2.9414
193.22636570000|+12.04498245000|-1.963|193.226365700|+12.044982450| 2.4882
141.06711270000|+42.57957617000|-0.771|141.067112700|+42.579576170| 2.4274
241.13735300000|+43.36503689000|-1.613|241.137353000|+43.365036890| 1.2783
240.22458720000|+44.36187072000|-2.005|240.224587200|+44.361870720| 2.2793
204.44607190000|+55.63359137000|-1.386|204.446071900|+55.633591370| 2.6771
167.87758220000|+41.86313191000|-0.760|167.877582200|+41.863131910| 3.0224
167.18445960000|+42.30400952000|-0.825|167.184459600|+42.304009520| 3.2475
228.38410820000|+50.39915262000|-1.461|228.384108200|+50.399152620| 2.0021
222.72135280000|+23.28459896000|-1.489|222.721352800|+23.284598960| 3.2961
222.93861410000|+23.26732352000|-0.732|222.938614100|+23.267323520| 1.5202
227.93973520000|+44.19172825000|-0.900|227.939735200|+44.191728250| 1.9996
228.55276900000|+44.00847934000|-1.520|228.552769000|+44.008479340| 2.7981
261.74022400000|+07.85821143600|-1.835|261.740224000|+07.858211436| 3.6049
263.15562280000|+07.26099595100|-1.465|263.155622800|+07.260995951| 2.3225
174.09905960000|+13.69700843000|-1.231|174.099059600|+13.697008430| 1.6495
237.86050580000|+27.77920739000|-1.428|237.860505800|+27.779207390| 1.4245
238.38304110000|+27.46789331000|-0.938|238.383041100|+27.467893310| 3.0693
187.78566480000|+15.41263718000|-1.546|187.785664800|+15.412637180| 1.1061
172.51185720000|+20.11732517000|-0.504|172.511857200|+20.117325170| 2.3768
153.69118350000|+29.17933837000|-1.901|153.691183500|+29.179338370| 3.0973
238.88291990000|+44.61025820000|-0.687|238.882919900|+44.610258200| 2.6268
238.98823720000|+44.37073265000|-1.412|238.988237200|+44.370732650| 1.4504
228.02270530000|+51.40772320000|-1.261|228.022705300|+51.407723200| 1.6428
172.10360410000|-06.65967119700|-1.173|172.103604100|-06.659671197| 2.0744
226.17559040000|+45.52154595000|-0.963|226.175590400|+45.521545950| 1.6245
226.87202630000|+45.31801715000|-1.546|226.872026300|+45.318017150| 3.5566
341.37185460000|+22.80150197000|-1.386|341.371854600|+22.801501970| 1.9576
143.21245840000|+43.04609554000|-1.472|143.212458400|+43.046095540| 2.2913
245.26443560000|+30.41864370000|-0.955|245.264435600|+30.418643700| 1.9945
150.20691010000|+42.02251713000|-0.909|150.206910100|+42.022517130| 2.9714
164.47872250000|+42.67809294000|-1.154|164.478722500|+42.678092940| 1.5766
155.31737140000|+42.23603941000|-1.973|155.317371400|+42.236039410| 3.4143
177.20742910000|+11.65073523000|-2.158|177.207429100|+11.650735230| 2.8170
177.40057110000|+11.57025847000|-1.860|177.400571100|+11.570258470| 1.0496
176.05716450000|+11.85139286000|-1.236|176.057164500|+11.851392860| 3.0079
170.91573950000|+44.62522754000|-0.618|170.915739500|+44.625227540| 3.0116
171.82932070000|+44.83583961000|-1.313|171.829320700|+44.835839610| 3.6355
186.68633830000|+39.78975554000|-1.440|186.686338300|+39.789755540| 3.8037
227.73592440000|+44.76718786000|-1.358|227.735924400|+44.767187860| 1.9450
239.89831960000|+43.74618598000|-1.233|239.898319600|+43.746185980| 2.6506
240.08341650000|+43.67650427000|-2.452|240.083416500|+43.676504270| 2.5623
240.88418680000|+43.11583113000|-1.180|240.884186800|+43.115831130| 1.8398
240.90084930000|+43.04568942000|-1.417|240.900849300|+43.045689420| 2.4425
241.07673310000|+43.00017110000|-1.637|241.076733100|+43.000171100| 1.8525
168.91545150000|+18.15808531000|-0.661|168.915451500|+18.158085310| 2.5048
168.93019600000|+18.08795781000|-0.835|168.930196000|+18.087957810| 2.7461
224.28661550000|+41.07772358000|-0.707|224.286615500|+41.077723580| 3.0969
254.08486620000|+22.63884544000|-1.258|254.084866200|+22.638845440| 1.7759
224.54772890000|+40.98484721000|-1.143|224.547728900|+40.984847210| 2.3766
224.93866100000|+40.67736844000|-1.290|224.938661000|+40.677368440| 3.3615
000.32892974700|+27.05416669000|-0.975|000.328929747|+27.054166690| 2.4819
041.94747157000|+33.56642845000|-1.904|041.947471570|+33.566428450| 1.8571
222.60373200000|+21.11806548000|-1.308|222.603732000|+21.118065480| 1.9813
270.96851830000|+22.96578720000|-1.871|270.968518300|+22.965787200| 0.7892
240.78287260000|+37.66152579000|-1.244|240.782872600|+37.661525790| 3.5369
175.32766670000|+12.24292944000|-1.202|175.327666700|+12.242929440| 3.6630
153.71016860000|+27.19228808000|-1.475|153.710168600|+27.192288080| 3.7139
165.69971710000|+41.10720360000|-0.765|165.699717100|+41.107203600| 2.7043
218.13624890000|+14.17901838000|-1.812|218.136248900|+14.179018380| 2.3603
243.05896990000|+04.72693041200|-1.543|243.058969900|+04.726930412| 1.8568
227.18061440000|+31.49156125000|-0.104|227.180614400|+31.491561250| 2.6005
225.16590250000|+32.87895825000|-2.058|225.165902500|+32.878958250| 2.0993
239.63192470000|+35.36754085000|-1.284|239.631924700|+35.367540850| 1.8013
039.51831520000|-00.09601480600|-2.471|039.518315200|-00.096014806| 0.2480
040.71227297000|+32.39653234000|-0.739|040.712272970|+32.396532340| 2.1645
239.88873940000|+45.15193017000|-1.411|239.888739400|+45.151930170| 1.9906
222.33313540000|+42.15839808000|-2.662|222.333135400|+42.158398080| 3.6260
222.38183350000|+42.13381547000|-1.312|222.381833500|+42.133815470| 0.7760
142.04252020000|+44.37559314000|-1.870|142.042520200|+44.375593140| 3.7513
194.57271540000|+46.96832694000|-1.256|194.572715400|+46.968326940| 3.1085
201.03080140000|+44.66683525000|-1.409|201.030801400|+44.666835250| 2.9601
141.54599090000|+19.40508745000|-0.731|141.545990900|+19.405087450| 3.6675
168.10157040000|+18.37546047000|-0.852|168.101570400|+18.375460470| 0.8720
168.52949760000|+18.47549089000|-2.873|168.529497600|+18.475490890| 1.8983
184.96624880000|+40.25306968000|-0.738|184.966248800|+40.253069680| 2.0765
000.57917354200|+27.60352550000|-1.039|000.579173542|+27.603525500| 3.8856
168.62272540000|+18.61258644000|-1.450|168.622725400|+18.612586440| 2.4696
150.29539380000|+41.56982388000|-2.008|150.295393800|+41.569823880| 3.7659
150.55198230000|+42.42118010000|-1.994|150.551982300|+42.421180100| 1.6756
164.11719160000|+42.92158215000|-1.328|164.117191600|+42.921582150| 1.9254
164.63784170000|+44.43791327000|-1.560|164.637841700|+44.437913270| 1.8744
190.72780090000|-01.39047797100|-0.392|190.727800900|-01.390477971| 3.1723
169.99456860000|+18.72550158000|-1.677|169.994568600|+18.725501580| 1.0725
167.65884950000|+18.80304884000|-0.937|167.658849500|+18.803048840| 2.4303
174.42570980000|+27.92170287000|-2.388|174.425709800|+27.921702870| 0.7475
130.44439910000|+23.63272758000|-0.886|130.444399100|+23.632727580| 2.4329
138.45600010000|+11.83555813000|-2.335|138.456000100|+11.835558130| 2.6261
047.48050193000|-00.65304299300|-0.557|047.480501930|-00.653042993| 2.6368
047.48749102000|-00.77635485700|-0.893|047.487491020|-00.776354857| 3.0199
174.04683950000|+14.67596221000|-0.849|174.046839500|+14.675962210| 1.8447
229.37616430000|+51.08052264000|-0.937|229.376164300|+51.080522640| 3.5281
223.08034490000|+41.88096474000|-0.854|223.080344900|+41.880964740| 1.5847
172.92391270000|+45.28746042000|-2.736|172.923912700|+45.287460420| 1.1486
018.44060714000|+14.29811285000|-1.220|018.440607140|+14.298112850| 2.5743
130.82289210000|+23.80493850000|-0.884|130.822892100|+23.804938500| 3.9944
230.28430920000|+51.31867060000|-1.597|230.284309200|+51.318670600| 2.3485
230.37745150000|+51.25790583000|-1.631|230.377451500|+51.257905830| 2.2087
230.47264750000|+50.88073913000|-1.579|230.472647500|+50.880739130| 2.0236
230.40935210000|+50.88664478000|-0.844|230.409352100|+50.886644780| 3.0056
179.94402940000|+05.03397241800|-1.414|179.944029400|+05.033972418| 1.5675
007.29239075300|+06.45191946800|-0.706|007.292390753|+06.451919468| 1.8044
150.81143490000|+42.81850410000|-1.154|150.811434900|+42.818504100| 3.8840
196.46339330000|+39.38322110000|-1.764|196.463393300|+39.383221100| 1.3083
227.51010180000|+31.82152655000|-2.296|227.510101800|+31.821526550| 2.5800
157.57135320000|+26.45278776000|-1.303|157.571353200|+26.452787760| 1.9819
130.20183890000|+24.04344015000|-1.467|130.201838900|+24.043440150| 1.4070
192.64773460000|+28.94287400000|-0.675|192.647734600|+28.942874000| 2.8463
153.27565040000|+27.44152162000|-2.285|153.275650400|+27.441521620| 3.8228
192.98832830000|+29.37705970000|-1.590|192.988328300|+29.377059700| 2.0119
190.32181480000|+30.41143896000|-1.809|190.321814800|+30.411438960| 1.3763
054.87672554000|-00.37670692600|-0.593|054.876725540|-00.376706926| 2.1963
226.10867610000|+32.86672286000|-1.938|226.108676100|+32.866722860| 2.3079
142.90523870000|+19.88087409000|-1.509|142.905238700|+19.880874090| 1.5858
156.52612740000|+26.66269727000|-1.482|156.526127400|+26.662697270| 3.6498
229.27819860000|+52.25940943000|-2.781|229.278198600|+52.259409430| 2.0001
054.42127638000|+00.43086016100|-0.577|054.421276380|+00.430860161| 2.8855
227.28547250000|+32.29953122000|-1.521|227.285472500|+32.299531220| 2.8614
156.67293110000|+57.60814558000|-2.169|156.672931100|+57.608145580| 3.2291
342.82640560000|+00.51563399200|-1.426|342.826405600|+00.515633992| 1.3050
016.01574871000|+01.12569496500|-0.361|016.015748710|+01.125694965| 2.4645
192.93240220000|+30.32547911000|-1.179|192.932402200|+30.325479110| 1.2163
130.37969620000|+24.17138292000|-1.248|130.379696200|+24.171382920| 3.6258
175.28648860000|-00.52113939900|-1.277|175.286488600|-00.521139399| 1.5180
136.31496680000|+21.06706273000|-1.381|136.314966800|+21.067062730| 2.1866
155.09731300000|+26.70638896000|-1.143|155.097313000|+26.706388960| 3.6057
156.19740230000|+26.85461243000|-1.457|156.197402300|+26.854612430| 3.0168
047.79033710000|-00.73033506800|-1.824|047.790337100|-00.730335068| 1.3366
047.92210223000|-00.79941610900|-2.014|047.922102230|-00.799416109| 1.2545
020.34494644000|+06.73212468600|-2.282|020.344946440|+06.732124686| 1.0621
155.33125920000|+28.61716504000|-1.469|155.331259200|+28.617165040| 3.8401
055.11048784000|+00.52724953100|-2.662|055.110487840|+00.527249531| 3.8834
240.05255810000|+36.36591378000|-0.594|240.052558100|+36.365913780| 1.9970
240.02900650000|+36.33284647000|-0.760|240.029006500|+36.332846470| 2.7303
241.27730150000|+35.34153520000|-1.330|241.277301500|+35.341535200| 2.7334
220.78192970000|+40.86759141000|-1.368|220.781929700|+40.867591410| 1.3911
239.91620040000|+26.48749050000|-1.820|239.916200400|+26.487490500| 2.8329
045.85043103000|-00.33934239100|-2.652|045.850431030|-00.339342391| 2.1736
227.55258490000|+32.31278587000|-0.512|227.552584900|+32.312785870| 2.5736
227.64382310000|+32.36302433000|-1.465|227.643823100|+32.363024330| 1.9826
227.68845090000|+32.35355017000|-2.339|227.688450900|+32.353550170| 3.0663
359.96635320000|+28.26670120000|-1.276|359.966353200|+28.266701200| 1.3284
167.64515910000|+27.32475989000|-1.377|167.645159100|+27.324759890| 1.9358
241.54979210000|+35.24028632000|-1.112|241.549792100|+35.240286320| 1.6925
239.67293620000|+37.11241644000|-2.080|239.672936200|+37.112416440| 2.9898
240.22194620000|+36.73457524000|-1.376|240.221946200|+36.734575240| 3.8282
156.21621710000|+26.89992719000|-1.365|156.216217100|+26.899927190| 3.6075
157.12706750000|+27.23819252000|-2.224|157.127067500|+27.238192520| 2.9012
157.25854400000|+27.19595806000|-1.590|157.258544000|+27.195958060| 2.9696
001.76884926400|+27.25987410000|-1.102|001.768849264|+27.259874100| 2.1311
237.53095290000|+43.42756877000|-2.031|237.530952900|+43.427568770| 2.1285
127.67910920000|+13.79684303000|-1.532|127.679109200|+13.796843030| 3.4510
015.59453216000|-00.92596391900|-1.435|015.594532160|-00.925963919| 1.2145
154.96541290000|+27.12163146000|-1.474|154.965412900|+27.121631460| 3.9470
176.19848540000|+20.06011153000|-1.437|176.198485400|+20.060111530| 1.7886
115.60249410000|+49.53252906000|-1.534|115.602494100|+49.532529060| 2.1367
139.21566190000|+29.95014851000|-1.554|139.215661900|+29.950148510| 2.6965
174.72239660000|-00.85341143100|-0.730|174.722396600|-00.853411431| 2.3632
017.91728685000|+15.67392202000|-0.713|017.917286850|+15.673922020| 1.2604
018.06078026000|+15.77825033000|-1.424|018.060780260|+15.778250330| 3.8293
018.08457396000|+15.78863860000|-1.327|018.084573960|+15.788638600| 1.8767
017.39136231000|+15.80032508000|-2.260|017.391362310|+15.800325080| 1.4108
180.24606590000|+05.76451879800|-1.666|180.246065900|+05.764518798| 1.8543
172.10333430000|-07.42244777100|-1.717|172.103334300|-07.422447771| 1.6079
230.55020000000|+51.51857701000|-1.067|230.550200000|+51.518577010| 3.8757
225.77382020000|+33.55261953000|-1.669|225.773820200|+33.552619530| 3.0376
190.95713530000|+21.38712719000|-2.009|190.957135300|+21.387127190| 2.5500
170.37017510000|+19.50485390000|-0.670|170.370175100|+19.504853900| 1.6588
278.73093430000|+40.24253919000|-2.223|278.730934300|+40.242539190| 2.3722
227.35116730000|+32.41473186000|-0.469|227.351167300|+32.414731860| 2.0482
222.30002140000|+36.34788707000|-1.923|222.300021400|+36.347887070| 1.8974
165.12370620000|+39.34845003000|-0.771|165.123706200|+39.348450030| 3.9120
006.23247204200|+00.80147519900|-2.143|006.232472042|+00.801475199| 0.9151
359.12536030000|+28.70665088000|-1.498|359.125360300|+28.706650880| 2.6361
190.87898100000|+42.52221620000|-2.379|190.878981000|+42.522216200| 1.6970
140.19325800000|+30.53624608000|-1.938|140.193258000|+30.536246080| 1.9657
017.40639193000|+16.11105676000|-1.410|017.406391930|+16.111056760| 1.9060
017.49704388000|+16.78994252000|-1.034|017.497043880|+16.789942520| 3.8752
018.04006162000|+15.93420700000|-2.248|018.040061620|+15.934207000| 2.2815
152.49518820000|+12.24709251000|-0.589|152.495188200|+12.247092510| 2.2833
197.41663750000|+40.49008291000|-1.000|197.416637500|+40.490082910| 2.5289
226.16996890000|+33.20119463000|-1.916|226.169968900|+33.201194630| 2.0184
226.27845930000|+33.19178771000|-1.162|226.278459300|+33.191787710| 2.3296
226.91442950000|+50.94536939000|-1.368|226.914429500|+50.945369390| 1.6166
046.14969078000|-00.40092961000|-2.042|046.149690780|-00.400929610| 1.0306
154.67410970000|+27.25706638000|-1.670|154.674109700|+27.257066380| 1.3044
155.90744610000|+27.36696428000|-1.390|155.907446100|+27.366964280| 2.6720
241.12815700000|+36.65792199000|-0.683|241.128157000|+36.657921990| 2.5664
242.03894460000|+36.15931036000|-1.817|242.038944600|+36.159310360| 1.7587
190.97765250000|-02.46955623800|-1.228|190.977652500|-02.469556238| 0.8267
226.20395280000|+44.28206202000|-1.555|226.203952800|+44.282062020| 2.5974
157.39901570000|+27.61344302000|-2.004|157.399015700|+27.613443020| 1.2010
157.88979360000|+27.67862072000|-1.559|157.889793600|+27.678620720| 3.9543
156.86891760000|+27.80695076000|-1.914|156.868917600|+27.806950760| 2.7812
156.90478100000|+27.80749382000|-1.861|156.904781000|+27.807493820| 1.8884
167.94211140000|+19.77221058000|-1.729|167.942111400|+19.772210580| 2.6851
168.05072090000|+19.71987643000|-1.159|168.050720900|+19.719876430| 1.8409
228.87336180000|+50.22611869000|-0.769|228.873361800|+50.226118690| 2.7699
255.89620840000|+23.29765559000|-2.019|255.896208400|+23.297655590| 1.3727
131.12465480000|+07.92520144600|-2.340|131.124654800|+07.925201446| 2.9286
168.01111310000|+18.28552227000|-1.188|168.011113100|+18.285522270| 3.9849
143.05265370000|+43.61263961000|-2.120|143.052653700|+43.612639610| 2.9158
166.75180080000|+39.62710851000|-1.639|166.751800800|+39.627108510| 1.6962
359.92939130000|+27.73180552000|-1.026|359.929391300|+27.731805520| 1.4222
180.56038520000|+31.74558236000|-2.140|180.560385200|+31.745582360| 2.0993
199.34490190000|+39.85316625000|-1.976|199.344901900|+39.853166250| 2.6380
229.36669030000|+49.90783770000|-1.342|229.366690300|+49.907837700| 1.7653
017.54016157000|+15.90880766000|-1.716|017.540161570|+15.908807660| 0.9483
227.12951830000|+32.88493750000|-2.248|227.129518300|+32.884937500| 3.1375
168.86582860000|+20.14142812000|-1.279|168.865828600|+20.141428120| 1.2882
011.99218923000|+00.69618502300|-0.664|011.992189230|+00.696185023| 3.2460
228.63016680000|+07.09649064500|-1.783|228.630166800|+07.096490645| 1.9608
013.91965687000|-00.06913193000|-1.500|013.919656870|-00.069131930| 2.2094
193.86853800000|+37.25941986000|-1.436|193.868538000|+37.259419860| 1.9310
153.63927490000|+41.72805061000|-1.240|153.639274900|+41.728050610| 1.3469
014.19045337000|-00.01558071700|-0.462|014.190453370|-00.015580717| 3.8382
015.11893369000|-00.18624749400|-1.613|015.118933690|-00.186247494| 3.4235
184.22229250000|+39.00704062000|-1.163|184.222292500|+39.007040620| 1.3579
184.86796420000|+38.98767481000|-0.488|184.867964200|+38.987674810| 2.1922
179.19171600000|+05.26152147700|-1.520|179.191716000|+05.261521477| 0.7568
182.16543710000|+40.36836394000|-1.153|182.165437100|+40.368363940| 3.3825
195.23011830000|+38.53872259000|-0.610|195.230118300|+38.538722590| 3.3523
155.09781180000|+42.18096689000|-0.751|155.097811800|+42.180966890| 2.4855
141.89115690000|+43.25154504000|-1.513|141.891156900|+43.251545040| 3.8867
046.09395206000|+00.04461744900|-0.513|046.093952060|+00.044617449| 3.7854
000.23132259600|+27.88342737000|-1.208|000.231322596|+27.883427370| 2.6326
213.46098030000|+15.19402535000|-1.723|213.460980300|+15.194025350| 2.2202
186.08589540000|+39.10802254000|-1.118|186.085895400|+39.108022540| 3.4586
131.11226580000|+23.83082608000|-1.278|131.112265800|+23.830826080| 1.1031
150.96855150000|+12.87158495000|-0.645|150.968551500|+12.871584950| 2.7934
115.34377710000|+65.40034022000|-1.496|115.343777100|+65.400340220| 1.6530
169.03048350000|+20.29939511000|-0.524|169.030483500|+20.299395110| 1.5963
169.18223380000|+20.29326610000|-1.031|169.182233800|+20.293266100| 2.3887
169.56310130000|+20.34452145000|-1.066|169.563101300|+20.344521450| 2.4295
103.03509850000|+65.26775037000|-2.168|103.035098500|+65.267750370| 2.2142
013.54733574000|+00.69545776900|-1.966|013.547335740|+00.695457769| 0.9881
226.38698510000|+31.10951992000|-2.299|226.386985100|+31.109519920| 2.4949
226.44334990000|+31.08175670000|-0.515|226.443349900|+31.081756700| 2.7720
263.53953070000|+08.30832047400|-2.388|263.539530700|+08.308320474| 1.7392
001.08182531100|+27.18027097000|-1.134|001.081825311|+27.180270970| 1.7756
106.04589360000|+66.24646737000|-1.698|106.045893600|+66.246467370| 3.0403
156.58771200000|+26.40474938000|-1.343|156.587712000|+26.404749380| 1.1928
156.90739200000|+26.39532876000|-1.188|156.907392000|+26.395328760| 3.9010
157.53895450000|+26.59507229000|-0.407|157.538954500|+26.595072290| 1.9566
228.01362070000|+51.61878127000|-1.485|228.013620700|+51.618781270| 1.7403
182.56871620000|+40.77687889000|-1.438|182.568716200|+40.776878890| 3.3222
181.64259480000|+41.01323674000|-1.814|181.642594800|+41.013236740| 2.2065
220.29358050000|+40.81486543000|-0.695|220.293580500|+40.814865430| 2.8810
156.75647930000|+42.52646689000|-1.197|156.756479300|+42.526466890| 1.3756
163.63687680000|+44.12433884000|-2.062|163.636876800|+44.124338840| 3.9487
343.41449070000|+00.48912159700|-1.378|343.414490700|+00.489121597| 0.9630
003.75956860100|-01.20447774300|-2.244|003.759568601|-01.204477743| 1.9730
239.64179810000|+42.81608049000|-1.363|239.641798100|+42.816080490| 1.0287
033.42999280000|+05.46661859100|-1.081|033.429992800|+05.466618591| 1.8524
168.20807820000|+25.58031536000|-1.726|168.208078200|+25.580315360| 2.9340
046.77956990000|+00.09431147100|-1.371|046.779569900|+00.094311471| 2.9448
221.05932330000|+40.57581232000|-0.937|221.059323300|+40.575812320| 2.1220
163.18727830000|+42.09241526000|-0.587|163.187278300|+42.092415260| 2.7477
163.58426950000|+42.29866036000|-1.410|163.584269500|+42.298660360| 2.3150
103.65542880000|+65.02631194000|-2.224|103.655428800|+65.026311940| 1.8787
016.68927472000|+16.45868963000|-0.552|016.689274720|+16.458689630| 3.5753
239.91563110000|+43.10479471000|-1.472|239.915631100|+43.104794710| 2.0291
168.06214120000|+19.05422940000|-0.721|168.062141200|+19.054229400| 1.2809
240.29621230000|+42.91406886000|-1.671|240.296212300|+42.914068860| 2.1571
222.62926810000|+39.90818506000|-1.218|222.629268100|+39.908185060| 1.9158
185.45253880000|+39.47478591000|-1.820|185.452538800|+39.474785910| 3.0446
226.36136660000|+31.12981471000|-0.979|226.361366600|+31.129814710| 3.2111
227.03422610000|+31.27083095000|-1.271|227.034226100|+31.270830950| 3.9661
227.32688270000|+31.25795418000|-0.532|227.326882700|+31.257954180| 1.9046
227.54079790000|+52.20064871000|-2.437|227.540797900|+52.200648710| 2.0084
344.06109430000|-00.36438645100|-2.606|344.061094300|-00.364386451| 1.5750
343.99654430000|-00.33350251800|-1.563|343.996544300|-00.333502518| 1.8238
169.86866560000|+19.16222570000|-0.920|169.868665600|+19.162225700| 1.7929
167.99962300000|+19.51501910000|-1.218|167.999623000|+19.515019100| 3.8758
168.33278460000|+19.61757042000|-0.883|168.332784600|+19.617570420| 1.7232
254.82880630000|+41.45682544000|-1.329|254.828806300|+41.456825440| 2.2013
341.51667350000|+21.90790593000|-1.989|341.516673500|+21.907905930| 2.6309
128.84850400000|+24.56281634000|-1.355|128.848504000|+24.562816340| 1.8086
180.25530820000|+12.84656404000|-1.363|180.255308200|+12.846564040| 3.1299
189.79472390000|+38.44052743000|-2.071|189.794723900|+38.440527430| 2.4498
174.12096400000|+36.38033987000|-1.375|174.120964000|+36.380339870| 2.6374
017.59592844000|+00.74248796500|-1.883|017.595928440|+00.742487965| 1.9802
168.46424880000|+20.02583003000|-1.166|168.464248800|+20.025830030| 3.0465
153.39905750000|+13.68527895000|-1.956|153.399057500|+13.685278950| 1.9595
194.95299990000|+37.50411880000|-1.211|194.952999900|+37.504118800| 2.1621
196.28158250000|+38.04946323000|-2.445|196.281582500|+38.049463230| 1.9485
281.18118530000|+40.84720665000|-1.324|281.181185300|+40.847206650| 1.6477
126.78853540000|+16.16943770000|-1.763|126.788535400|+16.169437700| 3.7453
157.60849120000|+27.00415035000|-1.499|157.608491200|+27.004150350| 3.3706
222.08791640000|+41.20036957000|-1.338|222.087916400|+41.200369570| 2.6693
032.31124388000|+06.40565297300|-1.226|032.311243880|+06.405652973| 1.8815
032.40248223000|+06.39700282400|-1.284|032.402482230|+06.397002824| 3.7125
000.47319219400|+27.97807402000|-0.671|000.473192194|+27.978074020| 2.3381
000.61625844000|+27.84235543000|-1.141|000.616258440|+27.842355430| 2.8515
000.57736167600|+27.46661516000|-1.273|000.577361676|+27.466615160| 1.9152
000.58280501300|+29.48104801000|-2.879|000.582805013|+29.481048010| 2.2219
000.81653926400|+27.68455786000|-1.248|000.816539264|+27.684557860| 3.9746
173.78091150000|+35.66650861000|-1.255|173.780911500|+35.666508610| 3.6847
175.36952050000|+35.11056861000|-1.553|175.369520500|+35.110568610| 3.1567
175.39638870000|+35.67018359000|-1.891|175.396388700|+35.670183590| 2.8276
202.29152040000|+30.31456720000|-1.511|202.291520400|+30.314567200| 1.7666
179.17147010000|+06.09951520100|-0.980|179.171470100|+06.099515201| 1.4511
179.19043090000|+06.30323786000|-1.838|179.190430900|+06.303237860| 3.3848
152.33040690000|+35.00405065000|-2.014|152.330406900|+35.004050650| 2.1075
011.92693440000|-00.73763711900|-0.774|011.926934400|-00.737637119| 3.5918
012.12309366000|-00.75349333400|-1.160|012.123093660|-00.753493334| 3.7140
010.35973811000|+24.66316867000|-1.501|010.359738110|+24.663168670| 1.4041
127.35368570000|+16.42137131000|-1.045|127.353685700|+16.421371310| 3.2429
129.39424240000|+26.57458457000|-0.702|129.394242400|+26.574584570| 2.3761
018.67088465000|+01.15408814300|-2.459|018.670884650|+01.154088143| 3.5564
153.50550350000|+27.91992909000|-2.109|153.505503500|+27.919929090| 2.6834
149.08281510000|+17.12300057000|-0.920|149.082815100|+17.123000570| 2.6510
168.58219680000|+18.18482691000|-1.666|168.582196800|+18.184826910| 2.6230
229.43683560000|+52.00500222000|-1.032|229.436835600|+52.005002220| 3.3923
230.21207610000|+51.68269778000|-1.570|230.212076100|+51.682697780| 1.8717
224.97645690000|+32.64814390000|-1.777|224.976456900|+32.648143900| 3.2935
230.45608650000|+51.51348757000|-1.429|230.456086500|+51.513487570| 1.7708
231.14536470000|+51.04813418000|-0.954|231.145364700|+51.048134180| 3.1766
225.89705840000|+32.32478713000|-0.535|225.897058400|+32.324787130| 1.8020
168.05268260000|+18.46174085000|-0.949|168.052682600|+18.461740850| 2.4350
169.73010580000|+18.59976688000|-0.956|169.730105800|+18.599766880| 1.6359
018.25700856000|+16.11149874000|-2.165|018.257008560|+16.111498740| 1.8309
229.83384450000|+52.23495403000|-1.559|229.833844500|+52.234954030| 3.9517
001.64034735200|+27.63634225000|-1.220|001.640347352|+27.636342250| 1.4441
226.27331220000|+32.02625551000|-0.603|226.273312200|+32.026255510| 3.8832
278.08002120000|+42.08955107000|-1.457|278.080021200|+42.089551070| 1.8569
171.37208190000|+18.23073263000|-0.346|171.372081900|+18.230732630| 2.2088
157.64682790000|+27.48536612000|-1.879|157.646827900|+27.485366120| 3.7573
192.42301410000|-07.63158667700|-2.115|192.423014100|-07.631586677| 1.4525
121.31654400000|+65.80112647000|-1.409|121.316544000|+65.801126470| 3.6483
142.14506970000|+38.26262044000|-1.894|142.145069700|+38.262620440| 3.7195
155.62076680000|+35.88847442000|-1.404|155.620766800|+35.888474420| 3.8600
177.05382900000|+07.06592148900|-1.378|177.053829000|+07.065921489| 1.5690
198.05129450000|+39.26136546000|-0.608|198.051294500|+39.261365460| 1.6652
224.50607240000|+12.13311271000|-1.242|224.506072400|+12.133112710| 1.8889
012.40964645000|-00.29687163500|-1.050|012.409646450|-00.296871635| 1.6111
028.60409629000|-00.33102187100|-1.773|028.604096290|-00.331021871| 2.1714
154.96983620000|+27.29195635000|-2.897|154.969836200|+27.291956350| 3.4397
148.58178490000|+64.28151880000|-1.471|148.581784900|+64.281518800| 2.2063
148.58778260000|+64.34502613000|-1.557|148.587782600|+64.345026130| 2.0613
154.59069980000|+35.91518438000|-1.641|154.590699800|+35.915184380| 3.8926
157.53092210000|+27.92109199000|-1.686|157.530922100|+27.921091990| 2.2993
035.90525370000|-01.06012398000|-1.558|035.905253700|-01.060123980| 1.2378
222.66471750000|+51.26527635000|-1.314|222.664717500|+51.265276350| 2.4238
185.60293190000|+47.32696699000|-1.630|185.602931900|+47.326966990| 2.3453
177.89906590000|+44.85714655000|-1.566|177.899065900|+44.857146550| 3.2930
198.28450600000|+34.59989490000|-2.159|198.284506000|+34.599894900| 2.3729
006.25284574900|+08.71436778500|-1.299|006.252845749|+08.714367785| 3.1884
001.79110608300|+26.07848851000|-0.781|001.791106083|+26.078488510| 1.9721
144.07134900000|+29.73307618000|-1.322|144.071349000|+29.733076180| 2.4953
154.70202900000|+36.42531125000|-1.473|154.702029000|+36.425311250| 2.8035
225.28644860000|+33.07788300000|-1.278|225.286448600|+33.077883000| 2.4277
